id,Introvert_score,bin__Stage_fear,bin__Drained_after_socializing,num__Time_spent_Alone,num__Social_event_attendance,Personality
10410,0,0,0,3,6,Extrovert
10411,4,1,1,10,0,Introvert
10412,4,1,1,9,2,Introvert
10413,4,1,1,2,2,Introvert
10414,0,0,0,2,3,Extrovert
10415,1,0,0,2,4,Extrovert
10416,1,0,0,4,9,Extrovert
10417,1,0,0,0,6,Extrovert
10418,3,1,1,7,3,Introvert
10419,0,0,0,0,10,Extrovert
10420,1,0,0,0,6,Extrovert
10421,0,0,0,0,7,Extrovert
10422,0,0,0,0,6,Extrovert
10423,0,0,0,3,3,Extrovert
10424,0,0,0,3,10,Extrovert
10425,3,1,1,4,3,Introvert
10426,1,0,0,2,5,Extrovert
10427,0,0,0,1,6,Introvert
10428,0,0,0,0,5,Extrovert
10429,1,0,0,2,7,Extrovert
10431,4,1,1,10,2,Introvert
10432,0,0,0,0,6,Extrovert
10433,0,0,0,3,9,Extrovert
10434,4,1,1,0,0,Introvert
10435,0,0,0,3,8,Extrovert
10436,0,0,0,1,8,Extrovert
10437,1,0,0,1,7,Extrovert
10438,3,0,1,4,3,Introvert
10439,0,0,0,2,6,Extrovert
10440,4,1,1,11,3,Introvert
10441,0,0,0,2,6,Extrovert
10442,1,0,0,0,7,Extrovert
10444,0,0,0,2,7,Extrovert
10445,0,0,0,1,6,Extrovert
10446,0,0,0,4,5,Extrovert
10447,0,0,0,0,7,Extrovert
10448,4,0,1,11,3,Introvert
10449,5,0,1,8,2,Introvert
10450,2,1,1,2,0,Introvert
10451,0,0,0,3,5,Extrovert
10452,3,1,1,6,3,Introvert
10453,4,1,1,6,2,Introvert
10454,1,0,0,1,6,Extrovert
10455,0,0,0,2,9,Extrovert
10456,0,0,0,3,9,Extrovert
10457,1,0,0,2,8,Extrovert
10459,3,1,1,10,3,Introvert
10460,0,0,0,1,10,Extrovert
10461,3,1,1,2,0,Introvert
10462,0,0,0,2,7,Extrovert
10463,0,0,0,2,5,Extrovert
10464,3,1,1,4,1,Introvert
10465,1,0,0,0,6,Extrovert
10466,0,0,0,2,8,Extrovert
10467,2,1,1,4,2,Introvert
10468,4,1,1,9,0,Introvert
10469,1,0,0,2,3,Extrovert
10470,1,0,0,2,5,Extrovert
10471,0,0,0,2,7,Extrovert
10472,3,1,1,6,3,Introvert
10473,0,0,0,0,5,Extrovert
10474,3,1,1,6,0,Extrovert
10475,0,0,0,2,7,Extrovert
10476,0,0,0,2,8,Extrovert
10477,4,1,1,5,3,Introvert
10478,0,0,0,2,4,Extrovert
10479,0,0,0,3,3,Introvert
10480,1,0,0,1,7,Introvert
10481,1,0,0,2,5,Extrovert
10482,0,0,0,2,5,Introvert
10483,4,1,1,6,1,Introvert
10484,0,0,0,2,9,Extrovert
10485,0,0,0,1,7,Extrovert
10486,4,1,0,9,3,Introvert
10487,0,0,0,2,4,Extrovert
10488,0,0,0,1,3,Extrovert
10489,1,0,0,3,5,Extrovert
10490,0,0,0,2,4,Extrovert
10491,0,0,0,2,8,Extrovert
10492,5,1,1,11,2,Introvert
10493,0,0,0,3,7,Extrovert
10494,0,0,0,0,6,Extrovert
10495,4,1,0,9,3,Introvert
10496,0,0,0,2,6,Extrovert
10497,0,0,0,2,7,Introvert
10498,1,0,0,0,6,Extrovert
10499,0,0,0,4,8,Extrovert
10500,1,0,0,1,7,Extrovert
10501,0,0,0,0,5,Extrovert
10502,1,0,0,1,6,Extrovert
10503,1,0,0,0,6,Extrovert
10505,0,0,0,2,6,Extrovert
10506,0,0,0,2,4,Extrovert
10507,5,1,1,7,1,Introvert
10508,4,1,1,10,2,Introvert
10509,4,1,1,10,0,Introvert
10510,4,0,1,7,3,Extrovert
10511,0,0,0,2,6,Extrovert
10512,0,0,0,3,5,Extrovert
10513,1,0,0,0,5,Extrovert
10514,4,1,1,6,1,Introvert
10515,5,1,1,10,2,Introvert
10516,1,0,0,2,6,Extrovert
10517,4,1,0,4,0,Introvert
10518,0,0,0,4,4,Extrovert
10519,0,0,0,2,7,Extrovert
10521,4,1,1,10,1,Introvert
10522,0,0,0,3,8,Extrovert
10523,0,0,0,0,7,Extrovert
10524,1,0,0,2,6,Extrovert
10525,1,0,0,3,9,Extrovert
10526,1,0,0,2,9,Extrovert
10527,3,1,1,2,3,Introvert
10528,1,0,0,0,6,Extrovert
10529,0,0,0,2,8,Extrovert
10531,0,0,0,1,7,Extrovert
10532,0,0,0,3,5,Extrovert
10533,4,1,0,9,3,Introvert
10534,0,0,0,3,7,Extrovert
10535,1,0,0,3,4,Extrovert
10536,0,0,0,1,4,Extrovert
10537,0,0,0,3,6,Extrovert
10538,4,1,1,10,1,Introvert
10539,1,0,0,1,10,Extrovert
10540,0,0,0,1,6,Extrovert
10541,0,0,0,0,6,Extrovert
10542,0,0,0,0,10,Extrovert
10543,1,0,0,2,4,Extrovert
10544,2,1,1,10,3,Introvert
10545,0,0,0,2,6,Extrovert
10546,0,0,0,2,8,Extrovert
10547,5,1,0,11,2,Introvert
10548,0,0,0,2,8,Extrovert
10549,0,0,0,3,9,Extrovert
10550,3,1,1,11,3,Introvert
10551,0,0,0,3,5,Extrovert
10552,0,0,0,2,7,Extrovert
10553,1,0,0,1,7,Extrovert
10554,4,0,1,11,3,Introvert
10556,0,0,0,3,5,Extrovert
10557,0,0,0,2,10,Extrovert
10558,0,0,0,2,4,Extrovert
10559,0,0,0,1,9,Extrovert
10560,4,1,1,6,5,Introvert
10561,0,0,0,1,4,Extrovert
10562,0,0,0,2,9,Extrovert
10563,0,0,0,0,7,Extrovert
10564,4,1,1,9,5,Introvert
10565,0,0,0,2,8,Extrovert
10566,0,0,0,2,9,Extrovert
10567,0,0,0,0,10,Extrovert
10568,0,0,0,2,8,Extrovert
10569,1,0,0,0,5,Extrovert
10570,1,0,0,0,8,Extrovert
10571,0,0,0,1,7,Extrovert
10573,0,0,0,1,5,Extrovert
10574,0,0,0,3,5,Extrovert
10575,0,0,0,4,5,Extrovert
10576,0,0,0,3,3,Extrovert
10577,5,0,1,7,0,Introvert
10578,0,0,0,3,4,Extrovert
10579,0,0,0,2,5,Extrovert
10580,0,0,0,2,5,Extrovert
10581,1,0,0,2,6,Extrovert
10582,5,0,1,6,1,Introvert
10583,1,0,0,1,6,Extrovert
10584,0,0,0,2,7,Extrovert
10585,0,0,0,0,5,Extrovert
10586,5,0,1,7,1,Introvert
10587,0,0,0,3,8,Extrovert
10588,0,0,0,3,9,Extrovert
10589,0,0,0,3,8,Extrovert
10590,0,0,0,1,7,Extrovert
10591,0,0,0,2,6,Extrovert
10592,4,1,0,6,3,Introvert
10593,1,0,0,2,4,Extrovert
10594,0,0,0,2,10,Extrovert
10595,0,0,0,1,7,Extrovert
10596,2,1,1,4,3,Introvert
10597,0,0,0,0,5,Extrovert
10598,1,0,0,0,3,Extrovert
10599,3,1,1,4,3,Introvert
10600,1,0,0,3,5,Extrovert
10601,0,0,0,1,6,Extrovert
10602,0,0,0,0,8,Extrovert
10603,0,0,0,0,7,Extrovert
10604,0,0,0,4,4,Extrovert
10605,1,0,0,1,9,Extrovert
10606,4,1,1,8,1,Introvert
10607,0,0,0,1,5,Extrovert
10608,1,0,0,2,4,Extrovert
10609,1,0,0,0,7,Extrovert
10610,1,0,0,1,7,Extrovert
10611,0,0,0,0,6,Extrovert
10612,1,0,0,0,3,Extrovert
10613,0,0,0,0,8,Extrovert
10614,2,0,1,4,3,Extrovert
10615,0,0,0,3,5,Extrovert
10616,1,0,0,2,9,Extrovert
10617,0,0,0,3,5,Extrovert
10618,2,1,1,2,3,Introvert
10619,0,0,0,1,7,Extrovert
10620,0,0,0,2,9,Extrovert
10621,1,0,0,2,6,Extrovert
10622,4,1,1,9,2,Introvert
10623,0,0,0,1,7,Extrovert
10624,3,1,1,9,3,Introvert
10625,0,0,0,2,9,Extrovert
10626,2,1,1,4,5,Introvert
10627,4,1,1,5,5,Introvert
10629,0,0,0,2,8,Extrovert
10630,4,1,1,5,5,Extrovert
10631,4,1,1,11,2,Introvert
10632,0,0,0,2,6,Extrovert
10633,1,0,0,3,7,Extrovert
10634,3,1,1,2,1,Extrovert
10635,1,0,0,0,4,Extrovert
10636,0,0,0,3,7,Extrovert
10637,4,1,1,6,2,Introvert
10638,1,0,0,1,7,Extrovert
10639,0,0,0,2,4,Extrovert
10640,0,0,0,0,5,Extrovert
10642,0,0,0,1,9,Introvert
10643,4,1,1,8,1,Introvert
10644,0,0,0,1,5,Extrovert
10645,0,0,0,1,7,Extrovert
10646,0,0,0,0,7,Extrovert
10647,0,0,0,0,4,Extrovert
10649,1,0,0,3,6,Extrovert
10650,1,0,0,0,4,Extrovert
10651,0,0,0,2,4,Extrovert
10652,0,0,0,0,9,Extrovert
10653,4,1,1,11,2,Introvert
10654,0,0,0,0,4,Extrovert
10655,4,1,1,5,0,Introvert
10656,0,0,0,3,10,Extrovert
10657,0,0,0,2,3,Introvert
10658,3,1,1,6,3,Introvert
10659,0,0,0,0,8,Extrovert
10660,0,0,0,3,5,Extrovert
10661,0,0,0,2,7,Extrovert
10663,0,0,0,1,6,Extrovert
10664,0,0,0,3,4,Extrovert
10665,0,0,0,2,6,Extrovert
10666,1,0,0,0,4,Extrovert
10667,0,0,0,2,4,Extrovert
10668,0,0,0,2,9,Extrovert
10669,1,0,0,1,4,Introvert
10670,0,0,0,2,8,Extrovert
10671,0,0,0,0,7,Extrovert
10672,0,0,0,1,5,Extrovert
10673,1,0,0,1,4,Extrovert
10674,0,0,0,0,5,Extrovert
10675,4,1,1,6,1,Introvert
10676,0,0,0,2,5,Extrovert
10677,0,0,0,0,7,Extrovert
10678,1,0,0,1,9,Extrovert
10679,0,0,0,2,7,Extrovert
10680,0,0,0,0,9,Extrovert
10681,0,0,0,1,9,Extrovert
10682,4,1,1,11,3,Introvert
10683,0,0,0,3,8,Extrovert
10684,2,1,1,6,3,Introvert
10685,4,1,1,10,0,Introvert
10686,4,1,1,5,2,Introvert
10687,0,0,0,2,9,Extrovert
10688,0,0,0,1,8,Extrovert
10689,0,0,0,2,5,Extrovert
10690,3,1,1,7,3,Introvert
10691,0,0,0,2,5,Extrovert
10692,1,0,0,8,6,Extrovert
10693,4,1,1,8,3,Introvert
10694,4,1,1,8,2,Introvert
10696,0,0,0,3,8,Extrovert
10697,4,1,1,6,2,Introvert
10698,5,0,1,5,2,Introvert
10699,1,0,0,2,6,Extrovert
10700,3,1,1,4,3,Introvert
10701,0,0,0,0,8,Extrovert
10702,0,0,0,2,9,Extrovert
10704,0,0,0,0,9,Extrovert
10705,0,0,0,2,8,Extrovert
10706,0,0,0,0,6,Extrovert
10707,0,0,0,0,4,Extrovert
10708,0,0,0,2,9,Extrovert
10709,0,0,0,0,6,Extrovert
10710,3,1,1,2,3,Introvert
10711,0,0,0,2,5,Extrovert
10712,3,1,1,8,3,Introvert
10713,0,0,0,0,9,Extrovert
10714,0,0,0,0,8,Extrovert
10715,0,0,0,2,8,Extrovert
10716,0,0,0,2,7,Extrovert
10717,1,0,0,2,5,Extrovert
10718,4,1,0,4,0,Introvert
10719,0,0,0,3,8,Extrovert
10720,0,0,0,3,9,Extrovert
10721,5,1,1,7,2,Introvert
10722,0,0,0,0,7,Extrovert
10723,1,0,0,4,6,Introvert
10724,0,0,0,0,4,Extrovert
10725,0,0,0,0,7,Extrovert
10726,0,0,0,4,8,Extrovert
10727,5,1,1,10,0,Introvert
10728,1,0,0,4,9,Extrovert
10729,0,0,0,3,6,Extrovert
10730,5,1,1,9,1,Introvert
10731,5,0,1,5,1,Introvert
10732,2,0,0,6,6,Introvert
10733,5,1,0,9,2,Introvert
10734,0,0,0,3,9,Extrovert
10736,0,0,0,4,5,Extrovert
10738,1,0,0,2,5,Extrovert
10739,0,0,0,2,9,Extrovert
10740,0,0,0,0,8,Extrovert
10741,0,0,0,3,5,Extrovert
10742,0,0,0,3,5,Extrovert
10743,3,1,1,10,3,Introvert
10744,1,0,0,0,6,Extrovert
10745,0,0,0,1,7,Extrovert
10747,1,0,0,0,9,Extrovert
10748,0,0,0,2,5,Extrovert
10749,1,0,0,1,7,Extrovert
10750,4,1,1,11,3,Introvert
10751,1,0,0,3,7,Extrovert
10752,4,1,1,8,2,Extrovert
10753,0,0,0,2,7,Extrovert
10754,0,0,0,1,6,Extrovert
10755,0,0,0,3,8,Extrovert
10756,4,1,1,9,5,Extrovert
10757,1,0,0,4,9,Extrovert
10758,0,0,0,3,5,Extrovert
10759,4,1,1,5,1,Introvert
10760,0,0,0,3,9,Extrovert
10761,4,1,1,9,2,Extrovert
10762,1,0,0,4,8,Extrovert
10763,1,0,0,0,7,Extrovert
10764,0,0,0,0,7,Extrovert
10765,1,0,0,1,6,Extrovert
10766,4,0,1,9,3,Introvert
10767,1,0,0,3,8,Extrovert
10768,1,0,0,2,4,Extrovert
10769,0,0,0,2,5,Extrovert
10770,0,0,0,0,7,Extrovert
10771,0,0,0,4,4,Extrovert
10772,4,1,1,2,1,Introvert
10773,0,0,0,0,8,Extrovert
10774,0,0,0,3,4,Extrovert
10775,0,0,0,1,9,Extrovert
10776,5,0,1,10,0,Introvert
10777,1,0,0,2,9,Extrovert
10778,0,0,0,1,8,Extrovert
10779,1,0,0,0,9,Extrovert
10780,2,1,1,4,3,Introvert
10781,0,0,0,3,9,Extrovert
10783,0,0,0,0,10,Extrovert
10784,0,0,0,3,8,Extrovert
10785,0,0,0,3,3,Extrovert
10786,0,0,0,2,9,Extrovert
10787,0,0,0,0,8,Extrovert
10788,5,1,1,7,1,Introvert
10789,1,0,0,3,8,Extrovert
10790,1,0,0,0,3,Extrovert
10791,3,1,1,4,1,Introvert
10792,0,0,0,0,5,Extrovert
10793,1,0,0,0,6,Extrovert
10794,0,0,0,2,6,Extrovert
10795,4,1,1,10,2,Introvert
10796,0,0,0,2,7,Extrovert
10797,0,0,0,0,5,Extrovert
10798,0,0,0,2,7,Extrovert
10799,5,1,1,11,0,Introvert
10800,0,0,0,2,7,Extrovert
10801,4,1,1,8,2,Extrovert
10802,0,0,0,0,4,Extrovert
10803,0,0,0,2,8,Extrovert
10804,0,0,0,2,4,Extrovert
10805,1,0,0,2,3,Extrovert
10806,0,0,0,3,5,Extrovert
10807,0,0,0,4,6,Extrovert
10808,1,0,0,3,5,Extrovert
10809,1,0,0,3,9,Extrovert
10810,0,0,0,1,4,Extrovert
10811,0,0,0,3,7,Extrovert
10812,4,1,1,10,5,Introvert
10813,4,1,0,6,3,Introvert
10814,0,0,0,3,4,Extrovert
10815,4,1,0,4,2,Introvert
10816,4,0,1,6,3,Introvert
10817,1,0,0,0,5,Extrovert
10818,1,0,0,1,4,Extrovert
10819,0,0,0,2,5,Extrovert
10820,0,0,0,1,6,Extrovert
10821,5,1,1,11,0,Introvert
10822,0,0,0,2,7,Extrovert
10823,1,0,0,2,7,Extrovert
10824,0,0,0,0,4,Extrovert
10825,0,0,0,2,4,Extrovert
10826,4,1,0,10,1,Introvert
10827,0,0,0,3,8,Extrovert
10828,1,0,0,0,8,Extrovert
10829,0,0,0,3,4,Extrovert
10830,1,0,0,1,10,Extrovert
10831,0,0,0,2,3,Extrovert
10832,4,1,1,10,3,Introvert
10833,0,0,0,3,7,Extrovert
10834,5,1,1,8,2,Extrovert
10835,0,0,0,2,10,Extrovert
10837,1,0,0,4,7,Extrovert
10838,1,0,0,2,9,Extrovert
10839,0,0,0,1,9,Extrovert
10840,3,1,1,4,2,Introvert
10841,0,0,0,0,7,Extrovert
10842,0,0,0,0,6,Extrovert
10843,0,0,0,1,7,Extrovert
10844,1,0,0,8,8,Introvert
10845,0,0,0,2,9,Extrovert
10846,4,1,1,11,2,Introvert
10847,0,0,0,2,3,Extrovert
10848,0,0,0,1,9,Extrovert
10849,0,0,0,0,8,Extrovert
10850,1,0,0,0,4,Extrovert
10851,0,0,0,0,5,Extrovert
10853,0,0,0,2,6,Extrovert
10854,5,0,1,9,0,Extrovert
10855,0,0,0,2,8,Extrovert
10856,0,0,0,1,5,Extrovert
10857,0,0,0,1,7,Extrovert
10858,0,0,0,0,8,Extrovert
10859,4,0,1,4,2,Introvert
10860,3,0,1,4,3,Introvert
10861,3,1,1,7,0,Introvert
10862,1,0,0,2,6,Extrovert
10863,1,0,0,3,6,Extrovert
10864,4,1,1,8,2,Introvert
10865,0,0,0,1,9,Extrovert
10866,5,0,1,6,2,Introvert
10867,1,0,0,0,4,Extrovert
10868,3,1,0,4,3,Introvert
10869,0,0,0,0,5,Extrovert
10870,4,1,1,9,2,Introvert
10871,1,0,0,2,5,Extrovert
10874,4,1,1,2,2,Introvert
10875,0,0,0,0,6,Extrovert
10876,0,0,0,2,9,Extrovert
10878,4,1,1,9,5,Introvert
10879,0,0,0,1,6,Extrovert
10880,0,0,0,3,6,Extrovert
10881,0,0,0,1,4,Extrovert
10882,5,1,1,7,0,Extrovert
10883,0,0,0,3,8,Extrovert
10884,0,0,0,2,6,Extrovert
10885,5,1,1,6,1,Introvert
10886,0,0,0,0,10,Extrovert
10887,0,0,0,3,7,Extrovert
10888,4,1,1,11,1,Extrovert
10889,0,0,0,0,6,Extrovert
10890,1,0,0,1,5,Extrovert
10891,1,0,0,6,4,Extrovert
10892,0,0,0,2,6,Extrovert
10893,1,0,0,3,6,Extrovert
10894,1,0,0,2,9,Extrovert
10895,0,0,0,1,4,Extrovert
10896,5,0,1,6,2,Introvert
10897,4,0,1,10,1,Introvert
10898,0,0,0,0,6,Extrovert
10899,0,0,0,1,3,Extrovert
10900,3,1,1,10,3,Introvert
10901,0,0,0,0,4,Extrovert
10902,1,0,0,3,5,Extrovert
10903,4,1,0,2,0,Introvert
10904,1,0,0,3,5,Extrovert
10905,4,1,1,8,3,Introvert
10906,0,0,0,0,8,Extrovert
10907,0,0,0,2,5,Extrovert
10908,0,0,0,2,7,Extrovert
10909,3,1,1,9,3,Introvert
10910,5,1,0,9,2,Introvert
10911,1,0,0,2,7,Extrovert
10912,3,1,1,4,5,Introvert
10913,0,0,0,2,7,Extrovert
10914,0,0,0,2,9,Extrovert
10915,4,1,1,9,0,Introvert
10916,0,0,0,1,7,Extrovert
10917,0,0,0,3,8,Extrovert
10918,0,0,0,4,9,Extrovert
10919,0,0,0,3,9,Extrovert
10920,0,0,0,3,5,Extrovert
10921,5,0,1,5,0,Introvert
10922,0,0,0,2,9,Extrovert
10923,1,0,0,3,4,Extrovert
10924,0,0,0,2,9,Extrovert
10926,4,0,1,7,3,Introvert
10927,0,0,0,3,9,Extrovert
10928,0,0,0,3,6,Extrovert
10929,4,1,1,5,1,Introvert
10930,1,0,0,2,9,Extrovert
10931,4,1,1,9,2,Introvert
10932,1,0,0,2,4,Extrovert
10933,0,0,0,2,7,Extrovert
10934,2,1,1,7,2,Introvert
10935,1,0,0,2,6,Extrovert
10936,0,0,0,1,9,Extrovert
10937,0,0,0,0,5,Extrovert
10938,0,0,0,0,8,Extrovert
10939,1,0,0,1,7,Extrovert
10940,0,0,0,1,9,Extrovert
10942,0,0,0,2,9,Extrovert
10943,0,0,0,2,4,Extrovert
10945,0,0,0,2,8,Extrovert
10946,0,0,0,2,7,Extrovert
10947,1,0,0,3,5,Extrovert
10948,1,0,0,1,5,Extrovert
10949,1,0,0,3,5,Extrovert
10950,1,0,0,1,6,Extrovert
10951,0,0,0,0,5,Extrovert
10952,0,0,0,3,5,Extrovert
10953,0,0,0,2,5,Extrovert
10954,0,0,0,3,9,Extrovert
10955,1,0,0,3,6,Extrovert
10956,0,0,0,1,9,Extrovert
10957,0,0,0,4,6,Extrovert
10958,4,1,1,6,3,Introvert
10959,4,1,1,11,0,Introvert
10960,0,0,0,2,9,Extrovert
10961,0,0,0,2,7,Extrovert
10962,1,0,0,3,3,Extrovert
10963,1,0,0,0,5,Extrovert
10964,1,0,0,2,7,Extrovert
10965,1,0,0,0,8,Extrovert
10966,1,0,0,2,5,Extrovert
10967,0,0,0,1,7,Extrovert
10968,1,0,0,3,6,Extrovert
10969,5,1,0,8,0,Introvert
10970,0,0,0,2,8,Extrovert
10971,0,0,0,4,9,Extrovert
10972,3,1,1,2,3,Introvert
10973,0,0,0,0,8,Extrovert
10974,0,0,0,3,6,Extrovert
10976,4,1,1,9,2,Introvert
10977,1,0,0,3,6,Extrovert
10978,1,0,0,3,6,Extrovert
10979,0,0,0,2,10,Extrovert
10980,0,0,0,0,6,Extrovert
10981,0,0,0,2,5,Extrovert
10982,0,0,0,2,6,Extrovert
10983,1,0,0,1,9,Extrovert
10984,1,0,0,0,5,Extrovert
10985,1,0,0,3,6,Extrovert
10986,5,1,1,6,2,Introvert
10987,0,0,0,3,9,Extrovert
10988,1,0,0,2,9,Extrovert
10989,4,1,1,11,5,Introvert
10990,0,0,0,3,8,Extrovert
10991,0,0,0,0,6,Extrovert
10992,1,0,0,0,7,Extrovert
10993,1,0,0,0,4,Extrovert
10994,4,1,1,8,0,Introvert
10995,4,1,1,7,2,Introvert
10996,0,1,0,0,3,Extrovert
10997,1,0,0,1,5,Extrovert
10998,0,0,0,2,5,Extrovert
10999,0,0,0,0,8,Extrovert
11000,1,0,0,3,9,Extrovert
11001,0,0,0,0,7,Extrovert
11002,1,0,0,0,8,Extrovert
11003,4,1,1,8,0,Introvert
11004,0,0,0,2,4,Extrovert
11005,4,1,1,9,3,Introvert
11006,0,0,0,0,4,Introvert
11007,0,0,0,3,9,Extrovert
11008,0,0,0,2,7,Extrovert
11009,0,0,0,2,5,Extrovert
11010,0,0,0,1,5,Extrovert
11011,0,0,0,0,4,Extrovert
11012,3,1,1,7,3,Introvert
11013,0,0,0,2,8,Extrovert
11014,0,0,0,0,6,Extrovert
11015,0,0,0,0,6,Extrovert
11016,0,0,0,0,7,Extrovert
11017,0,0,0,3,5,Extrovert
11018,0,0,0,4,7,Extrovert
11019,0,0,0,2,5,Extrovert
11020,0,0,0,1,7,Extrovert
11021,1,0,0,0,6,Extrovert
11022,0,0,0,3,5,Extrovert
11023,0,0,0,2,4,Extrovert
11024,0,0,0,3,6,Extrovert
11025,4,1,1,8,3,Introvert
11026,0,0,0,0,7,Extrovert
11027,1,0,0,3,7,Extrovert
11028,0,0,0,2,5,Extrovert
11029,1,0,0,1,4,Extrovert
11032,0,0,0,3,4,Extrovert
11033,0,0,0,3,8,Extrovert
11034,5,1,1,9,1,Introvert
11035,4,1,1,6,1,Introvert
11036,0,0,0,1,4,Introvert
11037,4,1,1,7,4,Introvert
11038,1,0,0,2,7,Extrovert
11039,0,0,0,2,7,Extrovert
11040,0,0,0,1,7,Extrovert
11041,0,0,0,3,8,Extrovert
11042,0,0,0,3,6,Extrovert
11043,5,1,1,8,2,Introvert
11044,1,0,0,3,3,Introvert
11045,1,0,0,2,6,Extrovert
11046,5,1,0,11,2,Extrovert
11047,0,0,0,0,8,Extrovert
11048,5,0,1,10,1,Introvert
11049,3,1,1,5,3,Introvert
11050,1,0,0,3,8,Extrovert
11051,0,0,0,0,5,Extrovert
11053,1,0,0,1,3,Extrovert
11054,1,0,0,3,9,Extrovert
11055,0,0,0,0,9,Extrovert
11056,1,0,0,4,10,Extrovert
11057,5,0,1,5,0,Introvert
11058,0,0,0,1,9,Extrovert
11059,0,0,0,1,10,Extrovert
11060,0,0,0,1,9,Extrovert
11061,1,0,0,3,4,Extrovert
11062,4,1,1,9,5,Introvert
11063,5,1,0,9,1,Introvert
11064,0,0,0,0,9,Extrovert
11065,0,0,0,2,9,Extrovert
11066,1,0,0,0,8,Extrovert
11067,0,0,0,2,5,Extrovert
11068,0,0,0,0,8,Extrovert
11069,0,0,0,1,8,Extrovert
11070,0,0,0,3,10,Extrovert
11071,5,0,1,9,2,Introvert
11072,1,0,0,1,7,Extrovert
11073,0,0,0,3,3,Extrovert
11074,0,0,0,1,5,Extrovert
11075,0,0,0,1,7,Extrovert
11076,4,1,1,6,4,Introvert
11077,5,1,1,6,0,Introvert
11078,0,0,0,3,4,Extrovert
11079,2,1,1,7,3,Introvert
11081,4,1,1,7,3,Extrovert
11082,0,0,0,4,9,Extrovert
11083,0,0,0,1,4,Extrovert
11084,4,1,1,11,4,Introvert
11085,0,0,0,1,10,Extrovert
11086,0,0,0,3,3,Extrovert
11087,0,0,0,2,5,Extrovert
11088,1,0,0,0,7,Extrovert
11089,0,0,0,2,4,Extrovert
11090,4,0,1,5,3,Introvert
11091,0,0,0,2,4,Extrovert
11092,1,0,0,3,5,Extrovert
11093,0,0,0,1,6,Extrovert
11094,0,0,0,2,6,Extrovert
11095,0,0,0,3,8,Extrovert
11096,0,0,0,1,5,Extrovert
11097,4,1,0,11,3,Introvert
11098,0,0,0,0,8,Extrovert
11099,5,0,1,10,0,Introvert
11100,0,0,0,3,4,Extrovert
11101,0,0,0,0,6,Extrovert
11102,0,0,0,3,9,Extrovert
11103,0,0,0,0,5,Extrovert
11104,0,0,0,0,5,Extrovert
11105,0,0,0,2,4,Extrovert
11106,0,0,0,3,9,Extrovert
11107,0,0,0,3,8,Extrovert
11108,0,0,0,3,7,Extrovert
11109,5,1,0,7,0,Introvert
11110,1,0,0,0,9,Extrovert
11111,4,1,1,9,2,Introvert
11112,1,0,0,1,5,Extrovert
11113,0,0,0,1,5,Extrovert
11114,1,0,0,1,8,Extrovert
11115,0,0,0,1,8,Extrovert
11116,0,0,0,0,9,Extrovert
11117,1,0,0,3,6,Extrovert
11118,0,0,0,3,9,Extrovert
11119,0,0,0,0,10,Extrovert
11120,1,0,0,2,9,Extrovert
11121,0,0,0,0,7,Extrovert
11122,1,0,0,3,8,Extrovert
11123,1,0,0,2,4,Extrovert
11124,0,0,0,3,5,Extrovert
11125,0,0,0,1,9,Extrovert
11126,4,1,1,7,0,Introvert
11127,0,0,0,1,10,Extrovert
11128,5,1,1,11,2,Introvert
11129,1,0,0,2,8,Extrovert
11130,0,0,0,1,5,Extrovert
11131,0,0,0,3,4,Extrovert
11132,0,0,0,1,4,Extrovert
11133,0,0,0,3,9,Extrovert
11134,1,0,0,2,4,Extrovert
11135,1,0,0,0,5,Extrovert
11136,0,0,0,3,6,Extrovert
11137,0,0,0,2,7,Extrovert
11138,0,0,0,3,6,Extrovert
11139,1,0,0,2,7,Extrovert
11140,4,1,1,6,1,Introvert
11141,0,0,0,3,5,Extrovert
11142,0,0,0,0,4,Extrovert
11143,4,1,1,7,0,Introvert
11144,4,1,0,6,3,Introvert
11145,0,0,0,4,7,Extrovert
11146,4,1,1,10,2,Introvert
11149,0,0,0,1,7,Extrovert
11150,0,0,0,1,8,Extrovert
11151,0,0,0,1,4,Extrovert
11153,0,0,0,1,8,Extrovert
11154,1,0,0,1,5,Extrovert
11155,5,0,1,5,2,Introvert
11156,4,1,1,9,3,Introvert
11158,1,0,0,2,9,Extrovert
11159,0,0,0,0,7,Extrovert
11160,0,0,0,3,5,Extrovert
11161,1,0,0,2,5,Extrovert
11162,0,0,0,3,8,Extrovert
11163,0,0,0,2,7,Extrovert
11164,0,0,0,4,4,Extrovert
11165,5,1,1,9,1,Introvert
11166,5,1,1,8,2,Introvert
11167,1,0,0,0,9,Extrovert
11168,0,0,0,0,4,Extrovert
11169,3,0,1,4,3,Introvert
11170,4,1,1,8,2,Introvert
11171,0,0,0,0,6,Extrovert
11172,0,0,0,0,5,Extrovert
11173,5,0,1,7,0,Introvert
11174,0,0,0,2,9,Extrovert
11175,4,1,1,5,0,Introvert
11176,4,1,1,6,0,Introvert
11177,0,0,0,2,8,Extrovert
11178,0,0,0,2,5,Extrovert
11179,0,0,0,0,9,Extrovert
11180,0,0,0,1,6,Extrovert
11181,0,0,0,3,5,Extrovert
11182,0,0,0,0,7,Extrovert
11183,1,0,0,1,6,Extrovert
11184,0,0,0,3,10,Extrovert
11186,0,0,0,2,8,Extrovert
11187,0,0,0,0,6,Extrovert
11188,5,1,1,11,1,Introvert
